CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel
1366,QC,Industrial,45.0,Mild and rich,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Chevalier triple crème,higher fat
1367,QC,Industrial,54.0,Rather pronounced milk and hazelnut flavors,Stabilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie L'Extra,lower fat
1368,QC,Industrial,56.0,"Milk, hazelnut and mushroom flavor",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert L'Extra,lower fat
1369,QC,Industrial,52.0,"Mild, hint of cream and mushrooms",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Vaudreuil,lower fat
1370,QC,Industrial,50.0,"Milky, hazelnut, slightly richer than the simple cream",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Vaudreuil Double Crème,higher fat
1371,QC,Industrial,45.0,Hazelnut flavor becoming more pronounced with age,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Havarti Danesborg,higher fat
1372,QC,Industrial,52.0,Mild,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Prestigio),lower fat
1373,QC,Industrial,40.0,Mild,,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse Grubec,lower fat
1374,QC,Industrial,49.0,Mild,,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse Grubec léger,lower fat
1375,QC,Industrial,42.0,"Sharp, pungent",,0,Firm Cheese,Cow,Pasteurized,Washed Rind,Raclette d'Oka,lower fat
1376,QC,Industrial,47.0,"Sharp, nutty and fruity","Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Oka,lower fat
1377,QC,Industrial,45.0,"Sharp and fruity, hazelnutty","Pressed, surface-ripened",0,Semi-soft Cheese,Cow,Thermised,,Oka Classique,higher fat
1378,QC,Industrial,50.0,"Sharp and fruity, hazelnut flavour",,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Oka léger,lower fat
1379,QC,Industrial,42.0,Light taste,,0,Firm Cheese,Cow,Pasteurized,,Gouda extra doux (Bergeron),higher fat
1380,QC,Industrial,42.0,,,0,Firm Cheese,Cow,Pasteurized,,Gouda de Saint-Antoine,lower fat
1381,QC,Industrial,42.0,"Smoky, comes in 2 flavours",Gouda-type cheese,0,Firm Cheese,Cow,Pasteurized,,Calumet (Le),lower fat
1382,QC,Industrial,43.0,"Fresh milky, creamy taste, very mild",,0,Firm Cheese,Cow,Pasteurized,No Rind,Brin de gouda,lower fat
1383,QC,Industrial,43.0,"Sharp, distinct flavour of Indian spices","Pressed and not cooked cheese, interior ripened",0,Firm Cheese,Cow,Pasteurized,,Coureur des bois (Le),lower fat
1384,QC,Industrial,43.0,Mild,"Pressed, uncooked, interior ripened, natural rind",0,Firm Cheese,Cow,Pasteurized,,Fin Renard (Le),lower fat
1385,QC,Industrial,43.0,"Mild, hazelnut flavour, slightly acidulous","Smooth with small holes, no rind",0,Firm Cheese,Cow,Pasteurized,,Bergeron Classique,lower fat
1386,QC,Industrial,43.0,Slightly acidulous taste,"Pressed, uncooked, interior-ripened cheese",0,Firm Cheese,Cow,Pasteurized,No Rind,Populaire (Le),higher fat
1387,QC,Industrial,51.0,Mild and slightly acidulous,Interior ripened and covered with yellow wax,0,Firm Cheese,Cow,Pasteurized,,Seigneur de Tilly (Le),lower fat
1388,QC,Industrial,42.0,,"Creation of the Bergeron cheese masters. Made of whole milk, and contains no dairy substances. Slightly firmer than regular Gouda",0,Firm Cheese,Cow,Pasteurized,,Lotbinière (Le),lower fat
1389,QC,Industrial,43.0,"Nutty, mildly tangy flavour",Smooth cheese with a few small holes,0,Firm Cheese,Cow,Pasteurized,,P'tit Bonheur (Le),lower fat
1390,QC,Industrial,42.0,,"Product wrapped in black, non-edible wax. When cut, the wedges are covered with thermoformed film",0,Firm Cheese,Goat,Pasteurized,,Patte Blanche,lower fat
1391,QC,Industrial,55.0,,Popular 6% cheese called that because of its low fat content. Made from pasteurized partially skimmed milk. Smooth cheese with a few holes,0,Firm Cheese,Cow,Pasteurized,,Six Pourcent 6% (Le),lower fat
1392,QC,Artisan,65.0,Creamy and milky,White creamy cheese,0,Fresh Cheese,Cow,Pasteurized,No Rind,Monpellier (Le),lower fat
1393,QC,Artisan,50.0,Mild,"Creamy,",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Montebello (Le),lower fat
1394,QC,Artisan,45.0,"Pronounced, well-developed, fruity with butter and hazelnut notes",,0,Firm Cheese,Goat,Raw Milk,No Rind,Louis-Joseph Papineau,lower fat
1395,QC,Artisan,65.0,Mild and slightly acidulous. Various flavours,Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Petit Vinoy (Le),lower fat
1396,QC,Artisan,50.0,"Mild, goat flavour, slightly acidulous",,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Félix,lower fat
1397,QC,Farmstead,60.0,Mild mushroom and nut taste,,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Clé des champs,lower fat
1398,QC,Farmstead,69.0,"Mild and lactic availble in plain, garlic and herbs, chives, almond, five peppercorn, cajun and in flavoured olive oil",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Capri' Cieux  (Le),lower fat
1399,QC,Farmstead,42.0,Mild to medium depending on the age,Interior-ripened,0,Firm Cheese,Goat,Raw Milk,No Rind,Chèvratout,lower fat
1400,QC,Farmstead,62.0,"Sharp, slight hazelnut hints",Rind washed with cider,0,Semi-soft Cheese,Goat,Thermised,Washed Rind,Hilairemontais (Le),lower fat
1401,QC,Industrial,42.0,"Slightly salted, whey aftertaste",Daily fresh,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Riviera en grains,lower fat
1402,QC,Industrial,39.0,Buttery and creamy lactic flavor,Daily fresh,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux Riviera,higher fat
1403,QC,Industrial,39.0,Lactic buttery and creamy flavor more pronounced than mild cheddar,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar médium Riviera,higher fat
1404,QC,Industrial,39.0,Rich nutty flavor with a hint of cream,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fort Riviera,higher fat
1405,QC,Industrial,39.0,"Nutty, creamy flavor, slightly salted",,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar extra-fort Riviera,higher fat
1406,QC,Industrial,47.0,Sharp,"Pressed cheese, strong aroma, when aged its rind goes from yellow to red",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Pierre de Saurel léger,lower fat
1407,QC,Industrial,49.0,Hazelnut taste,"Pressed cheese, ivory colored, pierced with holes. Swiss type cheese.",0,Firm Cheese,Cow,Pasteurized,,Chaliberg léger,lower fat
1408,QC,Industrial,40.0,Hazelnut taste,"Pressed cheese, ivory-colored, sprinkled with holes. Swiss type cheese.",0,Firm Cheese,Cow,Pasteurized,,Chaliberg,lower fat
1409,QC,Industrial,50.0,"Mild, hints of butter",Smooth texture,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Finbourgeois,lower fat
1410,QC,Industrial,55.0,"Mild, hints of fresh milk",,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Élan 7% (L'),lower fat
1411,QC,Industrial,50.0,Sharp,"Pressed cheese, strong aroma, when aged its rind goes from yellow to red",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Pierre de Saurel,lower fat
1412,QC,Industrial,46.0,Slightly hazelnut and creamy taste,"Dutch Edam-type cheese, smooth surface, light yellow and uniform center, supple, smooth and melting texture",0,Semi-soft Cheese,Cow,Pasteurized,,Vent des îles,lower fat
1413,QC,Industrial,40.0,Slightly sweet almond flavor,"Emmental type cheese, with no rind, yellow-colored, with big round holes",0,Firm Cheese,Cow,Pasteurized,No Rind,Alpinois (L'),lower fat
1414,QC,Farmstead,44.0,Sharp,Dense cheese with washed rind. Cheese made from Ayrshire cow's milk.,0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Fêtard (Le),higher fat
1415,QC,Farmstead,50.0,"Fruitty notes with flavours of cream, butter and a hint of whey",Cheese made from Ayrshire cow's milk..,0,Soft Cheese,Cow,Raw Milk,Washed Rind,Laracam,lower fat
1416,QC,Farmstead,48.0,Sharp,Washed rind. Cheese made from Ayrshire cow's milk,0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Victor et Berthold,lower fat
1417,QC,Industrial,40.0,Hazelnut and slightly fruity,Swiss-type cheese showing round and shiny eyes,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie Champêtre),lower fat
1418,QC,Industrial,47.0,"Characteristic, mild and lactic to sharp. With a slight wild mushroom taste.",Mixed rind washed with brine,0,Semi-soft Cheese,Cow,Pasteurized,,Presqu'île (Le),lower fat
1419,QC,Industrial,26.0,Slighty sharp with salted butter and country flavour.,"Pressed, smooth, soft and creamy cheese.",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette (Fromagerie Champêtre),higher fat
1420,QC,Industrial,26.0,Sharp with a slight nut and wild mushroom flavour,"Supple, smooth and creamy",0,Semi-soft Cheese,Cow,Pasteurized,,Grand Chouffe (Le),higher fat
1421,QC,Industrial,41.0,,Made from whole milk,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar en grains et en bloc (Fromagerie Champêtre),higher fat
1422,QC,Farmstead,52.0,Mild,"White, delicate and crumbly cheese",0,Soft Cheese,Goat,Pasteurized,,Salin de Gaspé (Le),lower fat
1423,QC,Farmstead,68.0,"Mild and slightly acidulous (varieties available: plain, herb, and pepper)",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre de Gaspé,lower fat
1424,QC,Farmstead,42.0,Mild and fruity,"Cooked and pressed, cheddar type",0,Firm Cheese,Goat,Pasteurized,No Rind,Val-D'Espoir,lower fat
1425,QC,Farmstead,51.0,"Mild, hazelnut and mushroom flavour",Melting texture in the mouth,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Corsaire,lower fat
1426,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Mme Clément,lower fat
1427,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Le Petit Champlain,lower fat
1428,QC,Industrial,54.0,"Sharp to pronounced, mushroomy and creamy",,0,Soft Cheese,Cow,Pasteurized,,P'tit Saint-Damase léger,lower fat
1429,QC,Industrial,50.0,Mild,,1,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert BIO  (Damafro),lower fat
1430,QC,Industrial,50.0,"Sharp to pronounced, taste of mushrooms and cream",,1,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Saint-Damase BIO,lower fat
1431,QC,Industrial,43.0,Mild,Covered with a layer of red wax,1,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Gouda BIO (Damafro),lower fat
1432,QC,Industrial,58.0,Mild and acidulous,Creamy cheese,1,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre des Alpes BIO,lower fat
1433,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,,Bloomy Rind,Brie Le Grand Cru,higher fat
1434,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,,Bloomy Rind,Camembert Le Grand Cru,higher fat
1435,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie double crème (Damafro),higher fat
1436,QC,Industrial,50.0,"Plain, cranberries, apricots and brandy, mushrooms",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie en brioche,higher fat
1437,QC,Industrial,50.0,"Mild, cream and mushroom flavours",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Triple crème (Damafro),higher fat
1438,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Connaisseur (Damafro),higher fat
1439,QC,Industrial,50.0,Mild and goat flavour,,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Cabrie,lower fat
1440,QC,Industrial,50.0,Mild and creamy,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert double crème (Damafro),higher fat
1441,QC,Industrial,59.0,Mild and slightly acidulous,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Dama-12,lower fat
1442,QC,Industrial,88.0,"Fresh, lactic, acidulous",Fresh cheese,0,Soft Cheese,Cow,Pasteurized,No Rind,Damablanc,lower fat
1443,QC,Industrial,68.0,"Plain, herbs, pepper",Creamy cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Fromage de chèvre Tour de France,higher fat
1444,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Petit Connaisseur,lower fat
1445,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Mini-Brie,lower fat
1446,QC,Industrial,68.0,"Mild, slightly acidulous, available: plain, Fine Herbs or Pepper",,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre des Alpes,lower fat
1447,QC,Industrial,52.0,Mild,Creamy,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Bûchette (La),lower fat
1448,QC,Industrial,48.0,Mild,Orange rind,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Aura,lower fat
1449,QC,Industrial,43.0,Mild,Covered in orange wax,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Saint-Paulin (Damafro),lower fat
1450,QC,Industrial,43.0,"Sharp, lactic and goat flavour",Cheese covered with red wax,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Gouda de chèvre (Damafro),lower fat
1451,QC,Industrial,50.0,"Mild, slight mushroom aroma",Uncooked,0,Soft Cheese,Cow,Pasteurized,,Grand Délice,lower fat
1452,QC,Industrial,46.0,Nutty,Pressed surface-ripened washed-rind cheese,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette (Damafro),lower fat
1453,QC,Industrial,50.0,"Sharp to pronounced, taste of mushrooms and cream","Neither pressed nor cooked, surface-ripened, washed and bloomy rind cheese",0,Soft Cheese,Cow,Pasteurized,,Saint-Damase,lower fat
1454,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert (Damafro),lower fat
1455,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie (Damafro),lower fat
1456,QC,Industrial,50.0,"Mild, hint of cream and mushrooms",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Tour de France (Damafro),higher fat
1457,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Connaisseur,higher fat
1458,QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Mme Clément,lower fat
1459,QC,Industrial,43.0,Mild,Cheese covered with red wax,0,Semi-soft Cheese,Cow,Pasteurized,,Gouda (Damafro),lower fat
1460,QC,Industrial,50.0,Mild and goaty,,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Tomme de chèvre (Damafro),lower fat
1461,QC,Industrial,56.0,Available: Fine Herbs and Pepper,Creamy,0,Fresh Cheese,Cow,Pasteurized,No Rind,Grand Duc (Le),lower fat
1462,QC,Industrial,68.0,"Available: Plain Goat  Cheese, Goat  Cheese with Pepper, Goat  Cheese with Fine Herbs",Spreadable cheese,0,Soft Cheese,Goat,,,Chèvre Le Grand Cru,lower fat
1463,QC,Industrial,74.0,,Fresh cheese,0,Soft Cheese,Cow,Pasteurized,No Rind,Ricotta (Damafro),lower fat
1464,QC,Industrial,60.0,,Fresh Cheese,0,Soft Cheese,Cow,Pasteurized,No Rind,Mascarpone (Damafro),lower fat
1465,QC,Artisan,55.0,Slightly woody,,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Vacherin de Châteauguay,lower fat
1466,QC,Artisan,50.0,"Flavours of hazelnut, butter and apples",Washed rind with cider,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Tomme du Manoir affinée au cidre de pomme,lower fat
1467,QC,Artisan,54.0,Smoked salmon,Smooth rind covered with dill,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,SOMO Brie au saumon fumé,lower fat
1468,QC,Artisan,50.0,Mild,,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Sorcier de Missisquoi (Le),lower fat
1469,QC,Artisan,55.0,Pronounced with a hazelnut woody flavour,,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Feuille d'automne,lower fat
1470,QC,Artisan,45.0,"Woodsy flavours, toasted hazelnut notes","Pressed, moist washed-rind cheese",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Peau Rouge,lower fat
1471,QC,Artisan,48.0,,"Pressed, surface-ripened, washed-rind cheese",0,Firm Cheese,Cow,Pasteurized,Washed Rind,Raclette affinée au cidre de pommes (Les Dépendances du Manoir),lower fat
1472,QC,Artisan,55.0,"Sharp to pronounced, fruity with apple and toasted hazelnut flavours",,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Rougette de Brigham,lower fat
1473,QC,Artisan,52.0,Sweetened with apple flavour,Filled with caramelised apple,0,Fresh Cheese,Cow and Goat,Pasteurized,,Tarapatapom,higher fat
1474,QC,Farmstead,50.0,"Fairly full-flavoured, with a smooth and creamy finish",,0,Semi-soft Cheese,Cow,Pasteurized,,Louis Dubois,higher fat
1475,QC,Farmstead,46.0,Sharp,"Smooth, washed rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette des Appalaches,lower fat
1476,QC,Farmstead,50.0,"Sharp and hazelnutty, becoming fruitier with age","Pressed surface-ripened and washed-rind cheese, ivory coloured interior with an orange tone,  natural rind",0,Semi-soft Cheese,Cow,Pasteurized,,Mamirolle (Le),lower fat
1477,QC,Farmstead,50.0,Sharp,Pressed surface-ripened,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Délice des Appalaches,higher fat
1478,QC,Artisan,50.0,Mild,"Bloomy rind, Camembert type",0,Soft Cheese,Cow,Thermised,Bloomy Rind,Casimir (Le),lower fat
1479,QC,Artisan,50.0,Pronounced,Creamy,0,Soft Cheese,Cow,Thermised,Washed Rind,Diable aux Vaches (Le),lower fat
1480,QC,Artisan,44.0,"Mild, Lactic, fungus flavour",,0,Semi-soft Cheese,Cow,Thermised,Bloomy Rind,Sieur Corbeau des Laurentides,lower fat
1481,QC,Artisan,50.0,Subtle flavour of hazelnuts and reminiscent of maple syrup,,0,Soft Cheese,Cow,Thermised,Washed Rind,Cru des Érables (Le),lower fat
1482,QC,Artisan,55.0,"Plain or seasoned with chives, fine herbs or tomato and basil",Vacuum-packed or stored in a brine,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Feta Floralpe,lower fat
1483,QC,Artisan,39.0,Sharp,Cooked cheese,0,Hard Cheese,Ewe,Pasteurized,,Brebiouais,lower fat
1484,QC,Artisan,60.0,Slightly pungent and acid,Mild to sharp aroma with a hint of its soil,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Buchevrette,lower fat
1485,QC,Artisan,60.0,"Sharp, lactic, goat flavour, slightly acid",Smooth and creamy with a bloomy rind,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Heidi,lower fat
1486,QC,Artisan,60.0,"Mild and acidulous, seasoned with fine herbs and garlic","Creamy cheese, relatively dried and crumbly texture",0,Fresh Cheese,Goat,Pasteurized,No Rind,Micha,lower fat
1487,QC,Artisan,42.0,Mild,Cheese made with a cheddarization process,0,Firm Cheese,Goat,Pasteurized,No Rind,Montagnard (Le),lower fat
1488,QC,Artisan,55.0,Sharp and goat flavour,"Washed rind, Muenster type",0,Soft Cheese,Goat,Pasteurized,Washed Rind,Peter,lower fat
1489,QC,Artisan,50.0,Butter and hazelnut taste,"Mixed whity rind, melting texture in its centre",0,Soft Cheese,Cow,Pasteurized,,Roubine de Noyan,lower fat
1490,QC,Artisan,50.0,Buttery taste,Camembert type cheese,0,Soft Cheese,Cow and Goat,Pasteurized,Bloomy Rind,Soeur Angèle (La),lower fat
1491,QC,Artisan,50.0,"Mild, lactic","Pressed, uncooked, interior-ripened cheese",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Paulin Fritz léger,lower fat
1492,QC,Artisan,,"Sharp, slight hazelnut flavour",,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Empereur léger,lower fat
1493,QC,Artisan,48.0,Sharp and fruity,"Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz Médium,lower fat
1494,QC,Artisan,48.0,"Sharp, peppery and fruity","Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz Poivre,lower fat
1495,QC,Artisan,48.0,"Very sharp, fruity","Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz Fort,lower fat
1496,QC,Artisan,50.0,Pronounced,,0,Soft Cheese,Goat,Pasteurized,Washed Rind,Chevrochon,lower fat
1497,QC,Artisan,48.0,Fairly pronounced fruity flavours,Surface ripened,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Douanier (Le),lower fat
1498,QC,Artisan,50.0,"Fruity, nutty taste accentuated by the aroma of St-Ambroise beer","Surface-ripened cheese, washed rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Clos Saint-Ambroise,lower fat
1499,QC,Artisan,50.0,"Mild, lactic, slightly acidulated, flavoured with five peppercorns, garlic, herbs or parsley",,0,Semi-soft Cheese,Cow,Pasteurized,,Cristalia,lower fat
1500,QC,Artisan,50.0,"Sharp, slight hazelnut flavour",,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Empereur,lower fat
1501,QC,Artisan,40.0,"Sharp, fruity flavour with notes of apples and nuts","Pressed, cooked, surface- and interior-ripened, washed-rind cheese",0,Firm Cheese,Cow,Pasteurized,Washed Rind,Miranda,lower fat
1502,QC,Artisan,48.0,"Mild, lactic",Covered with a black wax.,0,Semi-soft Cheese,Cow,Pasteurized,,Mouton noir,lower fat
1503,QC,Artisan,50.0,"Mild, creamy flavour with hints of hazelnut","Pressed, surface-ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Noyan,lower fat
1504,QC,Artisan,50.0,Mild,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Port-Royal,lower fat
1505,QC,Artisan,48.0,Sharp and fruity,"Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz,lower fat
1506,QC,Artisan,48.0,"Sharp, hazelnutty","Pressed, surface-ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Griffon,lower fat
1507,QC,Artisan,50.0,"Mild, Lacitc","Pressed, uncooked, interior-ripened cheese",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Paulin Fritz,lower fat
1508,QC,Artisan,44.0,"Sharp, lactic and fruity, slightly woodsy","Pressed, surface and interior-ripened cheese, washed rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Vacherin Fritz Kaiser,lower fat
1509,QC,Artisan,47.0,Sharp and slightly woodsy,"Moist, washed rind",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Zurigo,lower fat
1510,QC,Artisan,48.0,Mild,"Surface ripened, washed rind",0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Tomme du Haut-Richelieu,lower fat
1511,QC,Artisan,31.0,"Lactic, lightly nutty with notes of caramel",,1,Firm Cheese,Cow,Raw Milk,,Gré des champs (Le),higher fat
1512,QC,Artisan,44.0,Floral with a note of mushrooms,Light yellow color with small openings du to the type of moulding process,1,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,D'Iberville (Le),higher fat
1513,QC,Artisan,29.0,Sharp nutty taste,Cooked mixed rind,1,Firm Cheese,Cow,Raw Milk,,Monnoir (Le),higher fat
1514,QC,Farmstead,43.0,Buttery and fruity,"Orange rind, golden-yellow interior showing small holes",0,Semi-soft Cheese,Cow,Thermised,,Pikauba,higher fat
1515,QC,Farmstead,48.0,Notes of cream and hazelnut,"Surface ripened, washed rind",0,Soft Cheese,Cow,Thermised,Washed Rind,Kénogami (Le),lower fat
1517,QC,Industrial,39.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux (Fromagerie Lemaire),higher fat
1518,QC,Industrial,39.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar mi-fort (Fromagerie Lemaire),higher fat
1519,QC,Industrial,39.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fort (Fromagerie Lemaire),higher fat
1520,QC,Industrial,39.0,Hazelnut flavour that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar très fort (Fromagerie Lemaire),higher fat
1521,QC,Industrial,,,Light Monterey Jack type cheese,0,Firm Cheese,Cow,Pasteurized,No Rind,Voltigeur,lower fat
1522,QC,Industrial,40.0,"Emmental-like flavor, but less pronounced. Slightly sweet almond flavor.",Firm and supple cheese showing big round eyes distributed in the mass,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie Lemaire),lower fat
1523,QC,Artisan,55.0,"Lactic, slightly acid",Cylindrical-shaped,0,Soft Cheese,Ewe,Pasteurized,,Deo Gratias (Le),lower fat
1524,QC,Artisan,55.0,Vegetable flavor,"Very white, runny and unctuous. Small rounds.",0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Secret de Maurice (Le),lower fat
1525,QC,Artisan,45.0,Floral aroma,"Brownish with white specks, washed rind",0,Semi-soft Cheese,Ewe and Cow,Pasteurized,Washed Rind,Tomme D'Elles (La),higher fat
1526,QC,Artisan,44.0,Pronounced with notes of cream and mushrooms,Veined cheese,0,Veined Cheeses,Cow,Raw Milk,,Ciel de Charlevoix (Le),higher fat
1527,QC,Artisan,47.0,"Sharp, fruity with butter and hazelnut notes","Surface-ripened, washed rind, slightly orange, somewhat sticky texture",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Migneron de Charlevoix (Le),lower fat
1529,QC,Farmstead,70.0,Slightly sweet taste,Semi-granular texture,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Ricotta La Moutonnière,lower fat
1530,QC,Farmstead,48.0,Mild and distinctive,"Veined cheese, natural rind",0,Veined Cheeses,Ewe,Pasteurized,,Bleu de la Moutonnière (Le),lower fat
1531,QC,Farmstead,58.0,All sorts of subtle and full-bodied flavors from hazelnut to spices,,0,Soft Cheese,Ewe,Pasteurized,,Cabanon (Le),lower fat
1532,QC,Farmstead,50.0,"Mild, almond taste","Creamy texture. Pressed cheese, uncooked.",0,Semi-soft Cheese,Ewe,Pasteurized,,Fleur des Monts,higher fat
1533,QC,Farmstead,60.0,"Mild, slightly sweet","Creamy, soft texture",0,Fresh Cheese,Ewe,Pasteurized,,Neige de Brebis (Le),lower fat
1534,QC,Farmstead,50.0,Strong and flavourful,"Creamy, slightly aged rind, very soft, becomes increasingly firm in texture and develops amber-coloured rind as it ages",0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Bercail (Le),lower fat
1535,QC,Farmstead,48.0,Delicate aroma of blue cheese without the sharp spicy flavour,Lightly veined by natural green and blue molds,0,Veined Cheeses,Ewe,Pasteurized,,Soupçon de Bleu (Le),lower fat
