music,slow_songs_or_fast_songs,dance,folk,country,classical_music,musical,pop,rock,metal_or_hardrock,punk,hiphop_rap,reggae_ska,swing_jazz,rock_n_roll,alternative,latino,techno_trance,opera,movies,horror,thriller,comedy,romantic,sci-fi,war,fantasy/fairy_tales,animated,documentary,western,action,history,psychology,politics,mathematics,physics,internet,pc,economy_management,biology,chemistry,reading,geography,foreign_languages,medicine,law,cars,art_exhibitions,religion,countryside_outdoors,dancing,musical_instruments,writing,active_sport,gardening,celebrities,shopping,science_and_technology,theatre,fun_with_friends,adrenaline_sports,alcohol,healthy_eating,daily_events,prioritising_workload,writing_notes,workaholism,thinking_ahead,final_judgement,reliability,keeping_promises,loss_of_interest,friends_versus_money,funniness,fake,criminal_damage,decision_making,elections,self-criticism,judgment_calls,hypochondria,empathy,eating_to_survive,giving,compassion_to_animals,borrowed_stuff,loneliness,cheating_in_school,health,changing_the_past,god,dreams,charity,number_of_friends,punctuality,lying,waiting,new_environment,mood_swings,appearence_and_gestures,socializing,achievements,responding_to_a_serious_letter,children,assertiveness,getting_angry,knowing_the_right_people,public_speaking,unpopularity,life_struggles,happiness_in_life,energy_levels,small_big_dogs,personality,finding_lost_valuables,getting_up,interests_or_hobbies,parents'_advice,questionnaires_or_polls,finances,shopping_centres,branded_clothing,entertainment_spending,spending_on_looks,spending_on_gadgets,spending_on_healthy_eating,age,height,number_of_siblings,gender,left_right_handed,education
5,3,4,1,1,1,2,4,2,1,1,4,2,1,2,1,2,3,1,5,5,5,5,2,5,4,2,5,3,3,5,3,3,1,4,4,5,5,1,2,1,1,2,2,2,1,4,4,1,4,3,1,1,5,1,2,3,1,1,4,4,1,3,3,2,4,2,2,3,4,4,2,2,3,5,5,3,2,4,5,2,4,2,2,5,5,4,3,4,4,3,2,1,3,1,1,3,3,4,3,4,3,3,5,4,2,3,4,3,2,4,4,5,4,2,5,3,2,3,3,4,3,3,3,4,4,20,188,1,1,0,2
4,3,3,2,1,3,1,5,4,1,1,1,1,1,2,1,2,1,1,5,1,2,5,2,4,5,3,3,5,1,5,3,2,4,4,2,5,5,1,1,1,3,3,3,1,1,3,1,1,2,1,1,1,1,1,1,1,5,1,4,1,1,2,5,2,4,4,4,1,5,5,2,4,5,1,1,3,5,5,5,1,2,1,1,3,5,5,2,4,3,4,3,2,1,0,2,3,3,2,4,3,2,3,4,4,4,5,4,5,1,4,3,2,3,3,5,4,4,5,4,2,4,3,1,4,5,21,193,0,1,1,2
4,3,4,3,2,3,2,5,3,2,1,3,2,2,2,2,4,3,2,4,3,4,4,4,2,4,2,2,4,2,4,4,2,4,3,2,4,2,4,3,2,1,5,2,3,3,5,2,3,4,2,1,1,4,2,3,3,4,2,3,2,2,2,3,2,2,2,4,3,5,5,2,4,4,2,2,4,4,4,5,1,5,4,2,4,4,3,2,3,3,4,3,3,3,1,2,2,3,3,4,4,2,3,4,3,2,3,2,3,2,3,4,4,4,3,2,4,3,4,4,3,4,2,4,2,3,24,178,2,1,1,2
5,3,3,2,2,2,2,3,5,3,4,3,4,2,3,3,2,4,1,5,1,2,4,4,2,3,3,4,2,1,2,1,2,1,3,1,3,2,3,3,3,4,3,5,3,1,1,3,1,3,1,3,1,3,1,1,3,2,3,4,2,1,3,3,1,4,3,2,4,4,4,2,5,4,1,2,4,2,4,5,1,5,2,4,3,5,4,5,4,5,3,3,3,3,1,1,3,4,3,3,5,3,3,4,4,3,4,5,3,4,2,3,1,3,2,3,3,4,2,3,4,2,3,4,2,4,19,174,1,0,1,2
5,3,5,2,2,3,2,2,2,2,1,5,2,3,2,3,2,4,1,5,2,2,5,2,4,1,5,5,5,3,3,1,3,3,5,3,5,5,4,1,1,1,1,3,1,4,4,2,1,5,4,4,1,5,1,1,2,4,1,5,5,1,4,3,2,5,4,5,5,5,4,3,5,4,1,1,4,5,5,5,1,4,4,4,4,5,1,2,1,1,5,5,1,3,1,1,3,4,2,3,3,4,4,3,2,1,5,1,3,4,5,3,3,4,5,3,4,3,3,4,2,2,4,1,1,5,22,176,3,1,1,2
5,4,3,1,1,2,3,3,1,1,1,2,1,1,1,1,1,2,1,3,4,4,4,3,2,3,3,4,2,1,3,4,4,1,2,2,4,2,3,2,1,4,3,3,3,2,3,3,1,3,2,1,4,2,2,3,4,2,3,4,2,2,3,3,3,2,4,2,3,4,4,5,2,3,3,4,4,2,3,4,2,4,2,2,2,4,2,5,3,3,1,4,1,3,1,1,2,4,5,4,4,4,1,3,3,1,4,4,1,3,4,3,1,3,1,5,3,3,4,2,4,3,4,4,3,4,19,165,1,0,1,2
5,4,3,2,2,1,3,4,4,1,1,3,4,1,3,1,1,2,2,4,2,3,5,3,3,4,3,3,2,1,3,3,2,1,4,2,4,3,4,2,1,3,1,4,3,1,3,2,4,4,2,1,1,1,1,2,4,3,4,5,2,2,3,1,3,1,1,2,3,5,4,2,5,3,1,4,1,5,2,2,2,3,1,5,5,3,2,5,3,2,5,3,2,4,2,2,3,4,5,3,5,3,4,5,2,4,1,5,4,2,4,3,2,3,1,4,4,2,3,4,4,4,3,3,1,3,21,162,1,0,1,2
5,3,1,2,1,3,1,2,5,5,5,5,5,3,5,5,3,4,4,5,2,3,5,3,2,4,2,3,4,3,2,4,4,4,1,1,5,4,1,2,1,3,3,4,1,2,2,5,1,5,2,2,1,3,2,1,3,4,5,5,5,1,4,4,3,5,3,4,2,4,3,3,5,5,2,5,4,5,4,5,1,5,1,1,5,4,3,5,3,2,2,3,1,3,0,2,3,5,3,3,4,3,4,5,5,3,1,4,3,2,4,4,4,3,1,3,3,3,2,3,2,3,3,2,2,5,20,173,1,0,0,2
5,3,2,1,2,2,2,2,5,3,2,1,1,1,4,5,1,1,1,4,5,3,5,4,5,2,3,4,4,2,2,3,4,3,1,1,3,3,1,1,1,4,3,5,1,1,1,5,1,5,1,3,4,3,1,1,1,3,4,5,5,1,3,3,3,1,2,4,5,4,4,1,5,5,1,2,3,5,5,4,1,4,1,4,5,3,5,5,4,5,2,3,3,5,2,2,5,3,5,3,5,2,2,5,1,2,2,3,5,4,2,2,5,3,5,5,5,3,3,2,1,1,5,3,4,5,20,164,2,0,1,2
5,3,2,1,1,5,3,1,2,1,3,5,4,4,1,2,2,1,2,3,2,2,5,2,2,2,2,2,5,2,2,5,4,4,2,2,5,4,2,2,1,2,2,3,2,2,2,3,5,5,2,3,1,3,4,1,1,3,3,5,4,1,4,3,3,3,2,3,5,5,4,3,4,5,1,1,3,5,3,3,1,3,2,2,5,4,2,5,1,3,5,4,3,3,0,2,3,3,2,2,4,3,2,3,3,1,1,5,2,2,4,3,3,4,3,2,3,3,2,4,1,3,2,1,3,5,23,172,1,1,1,2
5,3,3,2,2,2,3,3,3,3,1,2,3,3,2,2,5,2,2,3,3,4,3,2,2,4,3,3,4,3,3,3,4,3,2,2,3,3,3,2,2,4,3,4,2,3,3,2,2,4,4,1,1,3,2,2,3,3,2,4,3,1,3,3,3,3,2,3,1,4,4,3,4,1,2,3,3,3,2,4,1,4,2,3,3,3,3,5,1,1,1,3,1,3,2,2,2,4,3,3,3,3,3,3,3,1,4,4,3,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,23,170,1,0,1,2
4,3,2,2,1,3,4,5,4,2,1,3,2,4,4,3,4,1,4,4,3,3,4,4,1,2,3,3,3,2,1,3,5,2,1,1,5,3,1,2,2,5,2,4,2,2,1,3,1,3,1,1,2,2,3,4,3,2,3,4,1,1,4,4,4,5,3,5,5,4,4,2,5,2,3,1,5,2,4,3,2,3,4,3,5,4,4,4,4,3,3,4,1,2,2,2,3,2,4,4,3,4,3,4,4,4,4,4,3,3,3,2,4,2,3,5,2,3,3,4,2,2,3,3,1,4,22,170,2,0,1,2
5,3,3,3,3,3,5,5,4,2,1,2,2,2,3,1,3,3,2,5,2,3,5,5,2,5,5,5,1,1,3,3,3,2,2,2,5,3,2,2,2,5,2,1,2,2,2,3,2,4,5,2,3,1,3,4,5,2,5,5,2,1,3,3,3,2,2,2,2,4,4,4,4,4,2,3,3,5,3,4,2,4,3,5,3,4,3,4,5,3,3,3,1,4,1,2,3,2,4,4,2,4,4,5,4,5,4,5,3,5,3,4,1,3,3,5,3,4,3,3,5,3,3,3,3,2,25,165,1,0,1,2
5,3,2,2,1,2,2,1,5,2,5,3,5,4,5,5,2,3,1,5,5,3,5,5,3,3,5,5,5,1,1,3,4,2,1,1,5,4,1,2,1,5,5,5,3,1,1,5,4,5,2,4,3,5,3,2,3,3,3,5,2,1,3,2,3,4,2,2,1,2,3,1,5,1,2,4,4,1,3,5,1,5,1,3,5,5,3,5,3,3,2,4,3,3,1,2,1,1,5,3,1,3,3,5,5,3,2,5,3,5,4,3,3,4,1,5,4,4,3,4,1,1,2,1,1,4,21,185,0,0,0,2
4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,3,2,5,2,5,2,4,4,2,4,5,5,4,4,3,5,3,3,2,4,2,4,4,2,2,1,3,4,3,2,2,4,2,4,4,1,1,1,1,1,2,3,4,3,4,3,2,2,3,1,1,2,2,3,1,2,3,2,3,3,2,1,1,1,1,5,4,2,2,4,4,3,3,2,4,5,3,2,3,0,1,3,5,4,2,3,4,4,5,3,3,3,3,4,1,4,3,3,3,3,5,2,3,3,1,4,4,4,4,4,1,19,172,4,1,1,2
5,5,5,1,1,2,3,5,4,1,2,4,2,2,3,2,4,1,1,5,2,4,5,4,2,1,5,3,1,1,2,2,1,1,3,1,5,5,3,4,1,2,3,3,3,2,3,3,4,5,4,3,2,4,5,4,5,1,2,4,1,1,3,4,4,4,2,4,4,5,5,2,4,4,1,1,4,3,3,3,1,4,2,4,5,5,2,3,3,1,4,3,2,4,0,1,3,2,2,4,3,2,1,4,1,2,2,5,4,4,4,4,1,4,4,3,3,3,2,2,5,4,3,3,3,2,28,165,1,0,1,2
5,4,4,3,1,3,4,4,5,1,5,3,1,1,2,1,4,1,1,5,3,5,5,5,1,3,5,5,3,1,1,3,5,1,3,1,5,5,1,5,3,5,3,3,3,1,1,3,3,3,2,1,3,3,1,3,5,1,3,3,1,1,3,3,5,5,3,3,3,3,3,1,5,3,5,1,3,1,5,3,1,3,2,4,5,5,4,5,4,5,5,3,3,3,0,2,3,3,4,4,4,3,3,4,3,4,3,2,4,4,3,3,1,3,4,3,3,4,3,4,3,3,2,3,1,5,18,165,2,0,1,2
5,3,3,1,2,2,1,4,4,1,2,4,2,2,2,2,4,3,2,5,3,3,5,4,3,3,3,5,5,3,5,5,3,3,3,1,4,3,5,2,5,3,4,5,2,4,5,4,2,2,3,2,1,3,1,3,4,2,2,4,2,1,4,4,3,5,4,5,3,4,5,4,2,4,2,1,2,5,4,4,2,4,2,3,5,5,3,2,4,2,4,4,3,3,1,2,3,2,2,4,3,3,2,4,5,3,3,5,3,1,4,3,3,4,3,4,4,3,5,4,5,4,3,4,3,4,18,174,1,1,1,2
5,4,4,1,2,3,2,2,4,1,3,3,3,3,4,4,3,3,2,5,2,4,4,2,4,3,2,3,3,4,4,4,4,3,3,2,4,4,4,3,2,5,5,5,3,2,5,3,1,4,3,3,2,5,2,2,2,4,4,4,2,1,2,5,2,3,3,2,3,4,4,2,3,4,3,4,4,5,3,2,2,4,3,3,2,5,3,5,3,4,1,3,2,3,1,2,2,2,3,3,1,2,3,3,2,3,3,5,3,2,3,3,2,3,2,4,3,3,4,3,4,3,5,3,4,2,18,182,1,1,1,2
5,3,3,1,1,3,3,4,5,3,5,3,1,1,2,2,3,1,2,5,2,4,5,4,2,5,3,3,2,1,5,2,1,2,4,1,4,3,5,2,1,5,4,5,1,3,2,2,2,3,1,1,4,1,2,3,3,1,2,3,1,1,3,2,2,3,3,2,5,4,3,1,3,3,2,2,3,1,3,4,4,1,5,2,3,4,4,2,2,3,4,4,2,2,1,2,3,4,2,3,3,2,3,4,2,2,3,5,4,4,3,3,1,3,4,4,2,3,4,2,3,3,2,4,2,4,20,168,1,0,1,2
5,3,4,3,1,2,3,5,3,1,2,3,3,2,2,1,5,2,1,5,2,1,5,3,1,2,4,5,2,1,1,2,3,2,1,1,4,2,1,2,1,1,5,4,3,1,2,2,2,3,5,2,1,5,5,4,4,2,3,5,2,1,3,3,2,2,3,3,3,4,2,2,3,4,2,2,2,4,4,4,2,5,1,2,3,4,3,3,4,3,5,3,1,4,2,1,4,3,3,4,2,3,3,4,2,1,3,3,4,2,4,5,3,3,1,4,3,3,2,2,4,2,3,4,2,3,20,170,1,0,1,2
5,2,1,3,3,5,2,4,5,5,2,1,1,2,3,3,3,1,4,4,3,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,3,2,2,3,5,3,3,1,5,2,5,3,3,4,2,1,1,1,1,5,5,5,2,1,4,5,2,1,3,2,5,4,4,2,5,5,3,5,2,5,5,5,1,4,1,3,2,2,5,5,3,4,5,3,3,5,0,2,3,5,4,4,3,5,5,2,5,5,5,1,5,2,4,5,3,3,5,5,5,3,1,3,3,5,5,3,5,5,19,185,2,1,1,2
4,3,3,3,3,3,2,3,4,4,4,3,5,3,3,3,3,1,2,5,5,5,4,2,3,5,4,4,4,5,5,3,2,2,1,1,5,5,3,3,3,2,5,3,3,3,3,2,2,4,1,4,1,5,3,3,2,3,2,5,5,2,1,3,2,4,3,3,1,4,4,5,3,5,2,5,2,3,3,3,1,4,1,5,4,5,1,5,1,2,3,4,1,5,0,2,3,4,2,4,5,3,3,5,3,1,1,2,1,1,4,5,3,3,1,5,5,3,3,1,4,5,5,2,5,2,23,178,1,1,1,2
5,3,4,2,1,2,4,5,5,1,2,4,5,2,4,3,5,2,1,5,1,3,5,5,2,2,5,4,3,1,3,2,4,1,1,1,4,3,2,3,1,1,5,5,3,2,2,1,3,5,5,1,1,5,1,3,4,2,3,5,5,1,3,4,2,2,2,2,3,3,5,4,5,2,1,2,2,5,3,4,1,5,1,2,5,5,3,4,3,3,5,3,2,3,2,0,2,3,3,3,3,2,3,5,4,3,3,4,4,4,4,4,3,3,4,3,5,3,3,3,4,4,5,4,3,3,21,171,2,0,1,2
5,3,2,2,1,3,4,3,4,5,2,2,2,2,3,4,2,2,4,3,3,4,4,3,2,5,3,2,5,2,3,2,3,1,3,2,3,2,2,5,4,5,4,2,4,2,2,4,2,5,2,3,2,5,1,2,3,4,4,4,4,1,4,2,4,5,5,4,1,5,5,2,3,2,2,5,5,4,5,4,1,4,3,1,5,5,5,2,2,4,1,3,2,1,1,0,3,1,4,3,2,3,2,2,4,5,3,4,4,2,2,4,5,3,4,2,3,4,3,4,2,3,2,2,2,4,21,162,1,0,1,2
4,4,4,3,3,2,2,5,4,1,2,4,5,3,2,2,2,1,1,5,5,5,5,4,4,4,5,5,5,3,5,3,5,2,5,4,3,3,3,3,4,4,1,3,2,2,1,2,1,1,1,1,1,2,1,1,3,2,5,5,5,2,3,2,1,1,1,1,3,4,4,1,3,2,1,2,5,5,3,4,1,5,1,2,5,4,1,5,3,2,5,3,2,3,2,1,2,5,2,3,3,3,4,3,4,2,4,1,3,3,4,4,4,3,1,3,5,4,2,4,4,3,3,4,1,3,20,163,1,0,1,2
4,3,3,3,4,2,2,4,4,2,3,2,4,2,4,1,4,1,1,3,1,2,2,4,2,1,4,4,5,3,3,3,2,1,1,1,3,1,1,1,1,3,1,3,1,1,2,2,2,4,1,1,1,2,2,3,3,2,3,3,2,1,3,3,4,4,3,4,4,5,4,3,4,2,1,2,5,1,3,5,2,5,1,3,5,5,4,2,4,1,4,3,2,2,0,1,1,3,4,3,2,2,3,5,2,2,3,3,5,5,4,3,2,3,4,2,3,3,3,4,3,1,1,2,1,4,22,170,1,0,1,2
5,3,2,2,2,2,4,4,3,1,1,1,1,3,2,2,4,1,3,5,4,4,5,5,4,1,4,5,2,1,5,1,5,1,1,1,5,4,1,3,1,2,3,5,3,1,1,4,5,4,1,3,1,3,2,3,4,4,4,5,1,0,4,3,4,5,4,4,3,5,5,1,4,3,2,1,2,1,2,3,1,4,2,2,4,4,1,2,1,1,5,3,2,4,0,0,3,4,3,3,4,2,4,5,3,2,3,4,3,2,4,4,4,4,4,5,4,4,4,3,5,4,3,4,4,5,20,173,1,0,1,2
4,3,2,3,3,3,4,2,5,5,4,1,4,3,3,2,3,1,3,5,2,4,4,3,5,5,4,5,4,2,4,4,1,3,2,3,4,5,3,4,3,3,3,3,3,2,3,1,1,2,1,2,1,5,2,1,3,5,2,4,1,0,2,5,4,5,4,3,1,3,4,1,3,5,2,2,2,5,4,4,1,3,1,5,5,4,2,3,3,3,3,3,2,3,0,2,3,2,3,3,3,3,4,3,4,3,3,3,3,1,5,3,4,3,3,1,3,3,4,3,4,4,3,1,5,2,29,183,1,1,0,2
5,3,2,4,5,5,3,2,3,2,1,4,5,3,3,2,2,3,3,4,4,4,4,4,4,5,3,3,5,4,4,5,5,5,5,5,4,4,4,4,4,3,4,4,4,5,3,2,3,5,3,4,3,3,2,1,4,4,5,4,2,2,4,3,4,5,4,4,1,4,4,1,4,4,2,1,5,5,4,3,1,4,1,3,5,4,3,2,3,4,1,2,1,2,0,1,3,3,3,2,3,3,3,4,4,3,4,2,5,3,4,4,4,4,4,2,3,4,2,5,5,4,2,2,3,5,29,173,2,1,1,2
4,3,3,1,3,3,1,5,3,3,2,2,3,2,2,2,2,3,1,5,3,5,3,3,3,5,3,3,5,3,4,3,3,2,4,2,4,4,3,2,1,2,2,3,1,1,1,1,3,1,1,1,1,5,1,2,2,3,1,4,2,1,2,3,2,3,3,3,3,2,4,3,3,3,3,1,3,3,2,3,1,3,3,2,5,3,1,2,2,2,4,4,2,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,1,2,3,19,185,2,1,0,2
4,3,4,2,1,5,3,3,2,4,2,4,4,5,3,5,4,2,4,5,1,5,4,4,3,2,5,5,4,1,4,5,4,3,2,3,3,4,1,5,3,5,5,3,2,1,2,4,5,5,2,4,5,5,5,3,4,4,5,5,5,1,4,2,4,1,4,4,4,5,5,4,4,5,3,2,4,5,4,5,1,2,1,2,1,4,3,5,4,5,5,4,3,4,2,0,2,4,5,5,4,4,4,5,5,3,4,5,2,4,4,4,3,4,4,1,5,4,4,4,4,2,1,3,5,5,18,170,2,0,1,2
5,4,4,2,2,4,1,4,2,1,1,4,1,4,2,4,3,3,1,5,1,2,4,1,3,4,1,1,4,1,3,5,3,5,1,3,4,3,4,1,1,1,5,5,1,4,3,2,2,4,1,1,5,3,1,4,2,4,3,5,5,2,1,4,1,5,4,4,1,5,1,5,3,5,3,4,3,4,3,4,1,2,1,1,2,3,2,5,3,3,4,3,2,3,1,1,2,3,4,5,4,3,3,3,5,4,5,2,2,1,4,4,4,3,4,2,5,3,1,1,3,4,5,3,5,4,19,176,0,1,1,2
5,2,2,1,3,1,1,5,5,3,3,2,2,3,3,1,5,5,1,3,3,3,5,3,2,3,4,4,4,4,5,1,1,1,3,3,5,3,1,1,1,1,2,1,1,1,5,1,1,1,1,5,3,5,1,2,2,5,1,5,2,0,1,1,5,1,1,5,1,5,5,1,1,3,1,3,5,1,3,5,1,5,1,5,1,5,1,3,3,1,1,3,1,4,1,2,2,4,3,5,3,1,1,3,3,4,3,4,3,3,5,4,3,4,1,4,3,3,2,3,3,5,4,5,5,3,19,175,1,1,0,2
5,4,2,1,1,4,2,3,3,2,2,4,3,4,3,2,3,2,2,4,2,2,5,4,4,2,2,2,4,2,5,5,4,5,3,2,5,2,3,2,2,5,5,5,2,3,1,2,2,5,5,1,1,5,1,1,3,1,2,5,4,1,4,5,4,4,4,3,3,4,4,2,5,2,1,1,3,3,4,4,2,4,2,3,2,4,2,2,4,1,3,4,2,4,1,2,3,4,3,4,4,3,2,3,3,3,4,2,4,3,5,5,4,3,3,2,5,3,3,3,2,2,2,2,2,4,19,170,0,0,1,2
5,3,3,4,5,5,5,3,2,2,1,1,2,3,3,2,4,1,5,4,1,3,4,3,4,2,5,5,3,2,3,3,2,1,5,3,3,3,1,1,2,5,1,4,1,1,1,3,5,4,4,5,1,4,2,1,2,1,3,4,1,1,2,2,4,5,3,5,3,4,5,1,5,1,1,1,5,5,4,2,1,2,1,2,2,4,1,2,2,3,5,3,3,4,2,2,4,4,3,2,3,2,5,4,3,3,2,2,5,5,4,4,2,3,3,5,5,5,3,5,2,1,1,1,1,4,19,168,3,0,1,2
4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,5,3,5,5,2,4,5,3,3,4,3,5,4,3,5,3,2,5,4,5,3,1,3,5,4,3,4,5,3,4,4,3,3,2,5,3,4,4,4,3,5,5,1,4,3,2,4,3,4,4,4,4,3,4,3,2,2,4,4,3,4,2,3,1,3,2,4,2,3,3,4,5,3,3,5,1,2,2,2,4,3,3,4,4,3,3,1,3,3,3,2,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,17,182,1,1,1,2
5,3,3,5,1,5,3,3,3,1,1,1,2,5,4,4,4,1,5,5,1,1,4,4,2,1,5,4,3,1,3,5,1,1,5,3,3,1,5,5,5,5,2,5,4,2,1,5,4,5,3,5,1,1,1,1,2,2,5,5,3,1,3,2,3,5,5,3,3,4,5,1,4,4,2,1,3,5,5,3,1,5,1,4,3,4,4,3,3,3,5,4,3,4,1,2,3,5,5,3,5,1,1,5,5,4,3,1,5,4,3,4,3,3,5,5,5,5,1,3,1,4,4,3,1,2,18,173,3,0,1,2
5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,5,1,4,3,3,3,2,5,5,5,1,4,5,4,2,1,2,1,4,1,5,2,5,5,3,2,1,2,5,5,5,3,5,5,4,5,2,4,3,5,4,4,1,4,2,2,5,4,4,5,5,5,4,4,5,4,2,5,5,4,4,1,2,1,1,1,4,2,5,3,5,5,4,3,4,1,0,2,5,5,5,4,4,4,4,5,4,5,5,3,3,4,4,3,4,4,1,4,4,4,4,3,1,2,4,5,4,18,170,2,0,1,2
5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,5,1,1,5,3,5,5,3,3,3,3,4,4,4,1,1,1,4,3,1,3,2,1,4,5,3,4,1,3,1,5,1,5,3,3,1,3,3,3,2,4,2,1,3,3,3,1,3,3,4,3,3,3,3,1,1,2,3,1,5,5,1,5,3,3,3,3,3,3,1,5,4,3,1,3,0,2,4,3,3,4,3,3,4,3,3,3,4,3,5,3,3,3,3,3,1,1,3,3,3,3,3,3,2,3,2,3,17,175,0,1,1,2
5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,5,2,2,5,5,5,1,4,2,3,1,5,2,2,1,1,1,5,2,1,1,1,5,3,4,2,2,1,5,2,5,2,5,2,2,1,5,5,2,5,5,1,1,2,4,2,5,2,3,5,5,4,5,3,3,4,1,5,5,5,4,1,5,2,2,2,5,3,4,3,4,5,2,1,2,0,2,5,5,5,4,4,3,4,5,4,1,3,4,4,4,2,3,1,2,1,4,5,4,2,4,4,2,4,4,1,1,21,168,1,0,1,2
5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,5,2,2,4,3,2,4,5,5,4,2,2,4,4,4,1,1,3,1,2,1,1,5,3,5,3,1,1,2,3,5,4,5,1,1,2,2,2,2,4,5,2,1,2,2,2,4,2,2,1,2,4,1,5,3,2,2,2,5,5,4,2,4,1,3,2,5,2,5,4,4,5,3,1,3,2,2,4,3,3,3,2,3,3,5,3,2,3,3,4,4,3,3,4,3,3,5,3,3,1,2,2,3,5,2,1,2,19,171,3,0,1,2
5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,5,4,3,5,1,3,2,1,1,2,1,5,2,2,3,3,3,5,5,1,1,1,2,2,3,1,1,5,1,1,1,1,1,1,5,1,1,2,5,1,5,5,2,3,3,2,1,1,1,1,3,3,5,5,5,2,4,1,4,1,5,1,3,2,1,3,4,1,5,3,1,2,3,1,5,2,2,2,4,1,1,4,4,1,1,5,4,2,1,1,1,5,5,5,4,1,5,4,2,1,1,2,5,5,3,5,3,23,192,1,1,1,2
5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,5,3,3,5,2,5,2,4,4,3,2,5,2,5,1,3,4,5,5,1,3,3,2,3,5,4,3,5,2,3,3,1,1,1,5,1,2,2,5,1,4,5,1,4,1,3,2,2,3,1,3,5,1,3,5,3,1,2,1,4,5,2,5,5,2,5,4,4,4,2,4,2,3,1,2,0,2,2,4,4,3,2,4,1,2,4,1,4,5,5,1,4,4,4,3,2,3,4,3,2,4,2,4,3,2,2,4,18,186,1,1,1,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,19,167,0,0,1,2
5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,5,1,4,3,2,5,5,3,3,4,3,5,3,2,4,3,1,5,4,4,2,2,2,3,3,2,2,5,2,3,2,1,1,1,1,1,1,1,5,2,5,3,2,3,3,1,1,2,2,3,4,3,3,2,2,2,4,3,3,4,3,4,2,3,3,2,4,3,2,3,3,4,4,2,3,2,2,4,2,3,4,2,3,4,3,2,5,3,2,3,4,2,3,3,4,2,5,2,3,2,4,2,4,4,3,3,4,18,174,0,1,1,2
5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,5,3,3,5,4,4,3,4,3,2,1,3,3,4,3,1,1,4,3,1,3,1,3,4,4,1,2,3,2,3,4,4,3,2,3,3,4,5,2,3,5,3,1,3,3,2,3,2,2,2,3,3,2,4,3,2,2,3,2,2,2,2,2,2,3,2,3,2,4,3,4,5,3,3,4,2,2,3,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,4,3,3,3,3,3,3,3,4,2,2,2,2,2,20,170,1,0,1,2
3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,4,1,1,4,3,3,3,4,2,4,3,4,4,3,4,2,1,5,1,3,2,2,5,4,5,1,2,2,3,3,5,5,1,1,5,1,1,1,2,3,5,3,1,4,4,3,4,4,3,4,4,3,2,5,2,1,1,4,3,3,4,2,3,3,3,3,3,2,3,3,2,3,4,2,4,1,2,2,5,2,3,4,2,4,2,4,3,3,2,4,3,4,4,3,4,3,2,3,4,2,2,1,2,3,3,3,4,20,171,0,0,0,2
5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,5,1,1,5,3,1,3,5,5,5,3,3,5,5,4,2,2,5,3,3,3,2,5,2,4,2,2,2,5,4,5,5,1,2,5,5,3,5,4,5,5,2,1,5,5,4,5,5,5,3,4,5,1,5,5,1,1,3,1,1,5,2,5,1,5,5,5,1,5,4,3,5,3,1,5,2,1,1,3,1,5,3,3,5,3,3,1,5,2,1,5,4,5,1,5,4,4,5,3,5,2,5,3,5,5,3,5,17,167,0,0,1,2
5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,5,3,4,5,5,3,3,3,4,5,3,4,5,4,4,4,1,4,3,5,2,5,3,4,5,3,4,4,3,2,2,3,2,2,3,1,3,4,3,2,3,3,1,4,4,3,4,3,5,4,5,5,4,2,4,2,1,2,4,3,4,2,4,2,3,5,5,3,2,4,3,4,4,4,3,1,2,3,3,2,3,3,3,2,4,5,3,4,5,3,1,4,3,4,4,3,5,4,3,4,3,5,4,3,3,3,4,18,174,1,1,1,2
