age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_per_week,native.country,income
52,1,110563,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
45,1,297884,Bachelors,13,5,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,>50K
41,1,120277,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
33,1,100882,Masters,14,0,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,>50K
50,1,237868,Masters,14,1,Exec-managerial,Husband,White,1,0,0,50,United-States,>50K
40,1,126701,Bachelors,13,3,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,>50K
54,3,172175,Some-college,10,1,Transport-moving,Husband,White,1,0,0,40,United-States,>50K
53,5,608184,HS-grad,9,1,Transport-moving,Husband,Black,1,0,0,40,United-States,>50K
50,5,425804,Bachelors,13,5,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,>50K
60,5,227332,Masters,14,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
26,1,169121,Bachelors,13,1,Sales,Husband,White,1,0,0,48,United-States,>50K
59,1,97168,10th,6,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
50,2,341797,Prof-school,15,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
44,5,145246,Masters,14,1,Prof-specialty,Husband,White,1,0,0,44,United-States,>50K
42,1,373469,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
42,0,160369,Masters,14,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
29,0,198493,Assoc-voc,11,1,Protective-serv,Husband,White,1,0,0,40,United-States,>50K
46,?,177305,Assoc-voc,11,1,?,Wife,Black,0,0,0,35,United-States,>50K
41,1,424478,Some-college,10,1,Craft-repair,Husband,Black,1,0,0,45,United-States,>50K
59,1,189721,Bachelors,13,1,Handlers-cleaners,Husband,White,1,0,0,40,Italy,>50K
39,3,172538,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
33,2,422960,Some-college,10,1,Prof-specialty,Wife,White,0,0,0,60,United-States,>50K
50,2,163948,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,40,United-States,>50K
63,1,64544,Bachelors,13,0,Tech-support,Not-in-family,White,1,0,0,40,United-States,>50K
58,1,194733,Assoc-acdm,12,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
38,1,208358,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
30,1,183284,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,50,United-States,>50K
34,1,317809,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,50,?,>50K
50,1,31014,HS-grad,9,1,Prof-specialty,Wife,White,0,0,0,40,United-States,>50K
44,1,151985,Masters,14,1,Exec-managerial,Wife,White,0,0,0,24,United-States,>50K
35,1,406051,Doctorate,16,0,Prof-specialty,Not-in-family,White,0,0,0,80,United-States,>50K
67,1,212705,Masters,14,3,Exec-managerial,Not-in-family,White,1,0,0,55,United-States,>50K
35,1,103986,Assoc-voc,11,1,Tech-support,Husband,White,1,0,0,40,United-States,>50K
44,1,203761,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,45,United-States,>50K
52,1,108914,HS-grad,9,1,Sales,Husband,White,1,0,0,40,United-States,>50K
44,1,176063,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,50,United-States,>50K
31,3,467108,Bachelors,13,0,Prof-specialty,Not-in-family,White,1,0,0,45,United-States,>50K
48,1,148995,Masters,14,1,Prof-specialty,Husband,White,1,0,0,55,United-States,>50K
43,1,52498,HS-grad,9,5,Exec-managerial,Unmarried,White,0,0,0,40,United-States,>50K
56,1,247337,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
41,1,171546,Bachelors,13,1,Tech-support,Husband,White,1,0,0,45,United-States,>50K
59,1,146391,Doctorate,16,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
46,5,165484,Assoc-acdm,12,1,Exec-managerial,Husband,White,1,0,0,44,United-States,>50K
47,1,205730,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,56,United-States,>50K
44,1,225879,Some-college,10,1,Adm-clerical,Wife,Other,0,0,0,30,Mexico,>50K
56,1,177271,Assoc-voc,11,1,Tech-support,Husband,White,1,0,0,40,United-States,>50K
45,1,31339,Bachelors,13,1,Adm-clerical,Husband,White,1,0,0,45,United-States,>50K
36,1,130620,Bachelors,13,1,Prof-specialty,Wife,Asian-Pac-Islander,0,0,0,35,Philippines,>50K
32,1,208180,Assoc-voc,11,1,Tech-support,Wife,White,0,0,0,24,United-States,>50K
29,4,142712,Some-college,10,1,Adm-clerical,Husband,White,1,0,0,40,United-States,>50K
41,1,116825,Masters,14,1,Prof-specialty,Husband,White,1,0,0,55,United-States,>50K
48,0,201177,Bachelors,13,1,Exec-managerial,Husband,Black,1,0,0,40,United-States,>50K
47,1,178341,10th,6,1,Machine-op-inspct,Husband,White,1,0,0,46,United-States,>50K
40,1,203761,HS-grad,9,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,>50K
38,1,161141,Some-college,10,1,Craft-repair,Husband,White,1,0,0,48,United-States,>50K
47,1,199058,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
47,1,160440,Bachelors,13,1,Sales,Husband,White,1,0,0,55,United-States,>50K
47,1,76034,Some-college,10,1,Other-service,Husband,White,1,0,0,57,United-States,>50K
55,5,107308,Masters,14,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
41,5,89172,Some-college,10,1,Farming-fishing,Husband,White,1,0,0,40,United-States,>50K
25,1,238964,Some-college,10,1,Craft-repair,Husband,White,1,0,0,60,United-States,>50K
59,1,182460,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
43,1,124436,Some-college,10,1,Prof-specialty,Wife,White,0,0,0,40,United-States,>50K
53,1,228500,HS-grad,9,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,>50K
34,1,150324,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
37,1,167415,Prof-school,15,1,Prof-specialty,Husband,White,1,0,0,60,United-States,>50K
51,1,166934,HS-grad,9,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,>50K
50,1,33304,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
53,3,137815,Some-college,10,6,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,>50K
49,1,98092,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
52,0,142757,HS-grad,9,1,Protective-serv,Husband,Black,1,0,0,40,United-States,>50K
41,3,114967,Assoc-voc,11,1,Exec-managerial,Husband,Black,1,0,0,40,United-States,>50K
44,1,209174,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,70,United-States,>50K
33,2,427474,HS-grad,9,1,Sales,Husband,White,1,0,0,60,United-States,>50K
66,3,112376,7th-8th,4,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
38,5,86643,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,45,United-States,>50K
49,2,102110,HS-grad,9,1,Tech-support,Husband,White,1,0,0,30,United-States,>50K
38,1,152237,Bachelors,13,0,Sales,Not-in-family,White,1,0,0,45,?,>50K
40,4,199303,Assoc-acdm,12,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
36,5,137314,Some-college,10,1,Protective-serv,Husband,White,1,0,0,60,United-States,>50K
33,1,295589,Bachelors,13,0,Prof-specialty,Not-in-family,Black,1,0,0,50,United-States,>50K
35,1,204590,Assoc-voc,11,1,Other-service,Wife,Black,0,0,0,40,United-States,>50K
33,0,220066,Doctorate,16,1,Prof-specialty,Wife,White,0,0,0,48,United-States,>50K
52,1,128378,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
63,1,339755,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,50,?,>50K
59,1,176647,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
47,5,81654,Some-college,10,5,Exec-managerial,Not-in-family,White,1,0,0,56,United-States,>50K
32,2,129497,Some-college,10,1,Craft-repair,Husband,White,1,0,0,55,United-States,>50K
47,3,96798,HS-grad,9,1,Exec-managerial,Husband,White,1,0,0,80,United-States,>50K
34,1,430554,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,50,United-States,>50K
35,1,187089,Assoc-voc,11,1,Exec-managerial,Wife,White,0,0,0,42,United-States,>50K
35,1,183800,Bachelors,13,1,Adm-clerical,Husband,White,1,0,0,40,United-States,>50K
52,3,260938,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
29,1,389713,Assoc-voc,11,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
55,1,208451,Masters,14,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
60,1,101096,Doctorate,16,0,Prof-specialty,Not-in-family,White,0,0,0,65,United-States,>50K
39,1,236391,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,50,United-States,>50K
26,1,248612,Bachelors,13,0,Exec-managerial,Not-in-family,White,1,0,0,70,United-States,>50K
34,1,243165,Bachelors,13,1,Other-service,Husband,White,1,0,0,30,United-States,>50K
60,1,198170,Some-college,10,1,Transport-moving,Husband,White,1,0,0,40,United-States,>50K
26,1,22328,Bachelors,13,1,Sales,Husband,White,1,0,0,40,United-States,>50K
25,3,148888,HS-grad,9,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
53,3,55139,Masters,14,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
45,1,252079,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
34,1,265706,Masters,14,0,Sales,Unmarried,White,1,0,0,60,United-States,>50K
58,3,190763,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
55,5,209535,Masters,14,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
34,2,34572,Assoc-voc,11,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
30,1,226443,Bachelors,13,1,Sales,Husband,White,1,0,0,50,United-States,>50K
35,1,356238,Assoc-acdm,12,0,Other-service,Not-in-family,White,0,0,0,80,United-States,>50K
41,4,356934,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,44,United-States,>50K
30,1,328242,Bachelors,13,1,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,40,Hong,>50K
38,3,299036,Bachelors,13,1,Sales,Husband,White,1,0,0,55,United-States,>50K
36,2,89622,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,80,United-States,>50K
54,1,343242,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,44,United-States,>50K
30,1,460408,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
36,1,230329,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,50,United-States,>50K
44,1,191814,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,45,United-States,>50K
47,1,386136,Assoc-acdm,12,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
41,1,152529,Bachelors,13,0,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,>50K
52,1,232132,12th,8,1,Machine-op-inspct,Husband,White,1,0,0,45,United-States,>50K
48,1,173243,Doctorate,16,1,Prof-specialty,Husband,White,1,0,0,45,United-States,>50K
68,2,69249,HS-grad,9,1,Farming-fishing,Husband,White,1,0,0,50,United-States,>50K
44,1,60414,Masters,14,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
48,5,317360,Masters,14,1,Prof-specialty,Wife,White,0,0,0,40,United-States,>50K
54,1,162238,Masters,14,5,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,>50K
35,1,87556,Masters,14,0,Prof-specialty,Not-in-family,White,1,0,0,45,United-States,>50K
57,5,47392,HS-grad,9,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
46,1,358585,Some-college,10,5,Craft-repair,Unmarried,White,1,0,0,40,United-States,>50K
33,1,377283,Bachelors,13,4,Sales,Not-in-family,White,0,0,0,50,United-States,>50K
65,?,76043,HS-grad,9,1,?,Husband,White,1,0,0,1,United-States,>50K
43,1,163455,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
55,4,145401,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
48,3,184787,7th-8th,4,1,Craft-repair,Husband,White,1,0,0,50,United-States,>50K
37,0,239409,Masters,14,1,Prof-specialty,Husband,White,1,0,0,60,United-States,>50K
27,0,23740,HS-grad,9,0,Transport-moving,Not-in-family,Amer-Indian-Eskimo,1,0,0,38,United-States,>50K
28,1,189530,Assoc-acdm,12,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
35,1,224512,Masters,14,1,Sales,Husband,White,1,0,0,55,United-States,>50K
70,?,410980,Some-college,10,1,?,Husband,White,1,0,0,10,United-States,>50K
52,1,38795,HS-grad,9,5,Craft-repair,Not-in-family,White,1,0,0,40,United-States,>50K
68,5,233954,Masters,14,6,Prof-specialty,Unmarried,Black,0,0,0,40,United-States,>50K
37,1,86551,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,50,United-States,>50K
41,1,204235,Assoc-voc,11,1,Sales,Husband,White,1,0,0,40,United-States,>50K
48,4,215389,HS-grad,9,1,Transport-moving,Husband,Black,1,0,0,40,United-States,>50K
44,1,377018,Assoc-voc,11,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
56,1,99894,10th,6,1,Sales,Wife,Asian-Pac-Islander,0,0,0,30,Japan,>50K
47,1,198769,Some-college,10,0,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,>50K
41,4,106982,Some-college,10,5,Prof-specialty,Unmarried,White,0,0,0,40,United-States,>50K
36,1,199439,Masters,14,1,Exec-managerial,Husband,White,1,0,0,45,United-States,>50K
52,3,81436,Prof-school,15,1,Sales,Husband,White,1,0,0,40,United-States,>50K
44,3,352971,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,45,United-States,>50K
53,1,375134,Some-college,10,1,Sales,Husband,White,1,0,0,60,United-States,>50K
36,1,206521,Bachelors,13,1,Sales,Husband,White,1,0,0,60,United-States,>50K
41,1,171615,Assoc-acdm,12,1,Tech-support,Husband,White,1,0,0,45,United-States,>50K
64,2,149698,Prof-school,15,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
49,1,133969,Doctorate,16,1,Prof-specialty,Husband,Other,1,0,0,50,United-States,>50K
53,2,321865,Prof-school,15,5,Prof-specialty,Not-in-family,White,1,0,0,60,United-States,>50K
43,0,126701,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,35,United-States,>50K
41,2,197176,Bachelors,13,1,Farming-fishing,Husband,White,1,0,0,75,United-States,>50K
45,4,81487,Some-college,10,1,Adm-clerical,Husband,White,1,0,0,40,Puerto-Rico,>50K
37,1,189878,Prof-school,15,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
48,1,159726,HS-grad,9,1,Transport-moving,Husband,White,1,0,0,55,United-States,>50K
35,1,202397,Bachelors,13,1,Craft-repair,Husband,Asian-Pac-Islander,1,0,0,40,Philippines,>50K
36,1,241998,Bachelors,13,1,Craft-repair,Husband,White,1,0,0,50,United-States,>50K
48,1,212120,HS-grad,9,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,>50K
52,1,138944,11th,7,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
49,1,177211,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,50,United-States,>50K
28,3,31717,HS-grad,9,1,Exec-managerial,Husband,White,1,0,0,45,United-States,>50K
49,1,296849,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
44,1,185798,Assoc-voc,11,4,Craft-repair,Other-relative,White,1,0,0,48,United-States,>50K
52,1,298215,Bachelors,13,1,Craft-repair,Husband,White,1,0,0,50,United-States,>50K
36,2,409189,Some-college,10,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
39,5,170382,Masters,14,1,Prof-specialty,Wife,White,0,0,0,50,England,>50K
48,1,195437,11th,7,1,Transport-moving,Husband,White,1,0,0,40,United-States,>50K
50,5,191130,Assoc-voc,11,1,Protective-serv,Husband,White,1,0,0,40,United-States,>50K
70,3,272896,Doctorate,16,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
32,1,127875,Bachelors,13,1,Tech-support,Wife,White,0,0,0,40,United-States,>50K
44,4,113597,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,55,United-States,>50K
47,2,26145,Assoc-voc,11,1,Sales,Husband,White,1,0,0,40,United-States,>50K
58,4,497253,Bachelors,13,1,Exec-managerial,Husband,Black,1,0,0,40,United-States,>50K
38,2,282461,7th-8th,4,1,Sales,Husband,White,1,0,0,35,United-States,>50K
65,?,149131,Bachelors,13,1,?,Husband,White,1,0,0,40,Italy,>50K
60,1,96099,Some-college,10,1,Sales,Husband,White,1,0,0,40,United-States,>50K
45,1,175925,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
34,1,300681,Some-college,10,1,Prof-specialty,Husband,Black,1,0,0,40,Jamaica,>50K
41,1,92733,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
37,4,32528,HS-grad,9,1,Adm-clerical,Husband,White,1,0,0,40,England,>50K
36,5,113337,Some-college,10,1,Tech-support,Husband,White,1,0,0,42,United-States,>50K
47,1,387468,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,40,Scotland,>50K
47,1,191978,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
61,1,72442,11th,7,1,Other-service,Husband,White,1,0,0,40,United-States,>50K
26,1,178140,Bachelors,13,1,Other-service,Husband,White,1,0,0,45,United-States,>50K
58,1,354024,HS-grad,9,1,Adm-clerical,Wife,White,0,0,0,40,United-States,>50K
33,1,132601,Bachelors,13,1,Sales,Husband,White,1,0,0,55,United-States,>50K
66,1,210825,Some-college,10,1,Tech-support,Husband,White,1,0,0,40,United-States,>50K
36,5,251091,Some-college,10,1,Protective-serv,Husband,White,1,0,0,40,United-States,>50K
55,4,35723,Masters,14,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
60,1,151369,Masters,14,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
48,2,296066,Some-college,10,1,Transport-moving,Husband,White,1,0,0,50,United-States,>50K
59,1,127728,Some-college,10,1,Tech-support,Husband,White,1,0,0,40,United-States,>50K
44,1,212894,Prof-school,15,5,Prof-specialty,Not-in-family,White,1,0,0,55,United-States,>50K
30,1,167990,Prof-school,15,1,Prof-specialty,Husband,White,1,0,0,60,United-States,>50K
58,1,104333,Some-college,10,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
40,1,442045,Some-college,10,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
40,?,253370,HS-grad,9,1,?,Wife,White,0,0,0,35,United-States,>50K
34,1,213226,Bachelors,13,0,Sales,Not-in-family,White,1,0,0,65,United-States,>50K
58,2,450544,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
43,1,195258,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
35,1,953588,HS-grad,9,1,Exec-managerial,Wife,White,0,0,0,40,United-States,>50K
43,3,155293,Bachelors,13,1,Sales,Husband,White,1,0,0,60,United-States,>50K
34,0,216283,Bachelors,13,1,Prof-specialty,Wife,White,0,0,0,45,United-States,>50K
37,1,355856,Bachelors,13,1,Craft-repair,Husband,Asian-Pac-Islander,1,0,0,40,Cambodia,>50K
36,5,223433,Assoc-voc,11,1,Protective-serv,Husband,White,1,0,0,53,United-States,>50K
59,1,31782,10th,6,1,Transport-moving,Husband,White,1,0,0,45,United-States,>50K
27,1,263614,Assoc-acdm,12,1,Craft-repair,Husband,White,1,0,0,45,United-States,>50K
29,1,74500,Bachelors,13,1,Sales,Husband,White,1,0,0,40,United-States,>50K
55,?,389479,Masters,14,1,?,Husband,White,1,0,0,50,United-States,>50K
37,1,152307,Some-college,10,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,>50K
57,4,140711,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
31,1,136398,Doctorate,16,1,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,50,Thailand,>50K
50,3,175070,Prof-school,15,1,Prof-specialty,Husband,White,1,0,0,45,United-States,>50K
43,2,34007,Bachelors,13,1,Farming-fishing,Husband,White,1,0,0,70,United-States,>50K
35,1,81280,Bachelors,13,1,Farming-fishing,Husband,White,1,0,0,65,Yugoslavia,>50K
33,5,220430,Bachelors,13,1,Protective-serv,Husband,Black,1,0,0,70,United-States,>50K
36,5,380614,Bachelors,13,1,Adm-clerical,Wife,White,0,0,0,35,Germany,>50K
62,?,378239,Masters,14,1,?,Husband,White,1,0,0,2,United-States,>50K
26,1,222539,Some-college,10,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
32,1,26803,Some-college,10,1,Machine-op-inspct,Husband,White,1,0,0,84,United-States,>50K
35,2,176101,HS-grad,9,1,Farming-fishing,Husband,White,1,0,0,80,United-States,>50K
40,1,285787,Assoc-acdm,12,1,Tech-support,Husband,White,1,0,0,40,United-States,>50K
42,1,227397,Bachelors,13,1,Adm-clerical,Wife,White,0,0,0,40,United-States,>50K
49,2,111066,Bachelors,13,1,Craft-repair,Husband,White,1,0,0,50,United-States,>50K
31,1,172304,Some-college,10,1,Craft-repair,Husband,White,1,0,0,50,United-States,>50K
31,1,86492,Assoc-voc,11,1,Transport-moving,Husband,White,1,0,0,30,United-States,>50K
90,1,206667,Masters,14,1,Prof-specialty,Wife,White,0,0,0,40,United-States,>50K
39,1,99146,Masters,14,1,Prof-specialty,Husband,White,1,0,0,40,?,>50K
38,2,185325,HS-grad,9,1,Handlers-cleaners,Husband,White,1,0,0,40,United-States,>50K
49,3,38819,Bachelors,13,1,Sales,Husband,White,1,0,0,50,United-States,>50K
37,1,380614,Assoc-acdm,12,1,Prof-specialty,Wife,White,0,0,0,13,United-States,>50K
44,1,320984,Bachelors,13,1,Sales,Husband,White,1,0,0,60,United-States,>50K
29,1,53434,Assoc-voc,11,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
56,3,24127,Assoc-voc,11,1,Sales,Husband,White,1,0,0,54,United-States,>50K
66,1,117746,Bachelors,13,1,Sales,Husband,White,1,0,0,50,United-States,>50K
62,1,69867,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,55,United-States,>50K
41,1,320744,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
43,1,91959,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,45,United-States,>50K
36,1,139364,Bachelors,13,1,Sales,Husband,White,1,0,0,50,United-States,>50K
34,1,153326,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,40,United-States,>50K
60,1,367695,Assoc-acdm,12,1,Adm-clerical,Husband,White,1,0,0,40,United-States,>50K
46,1,185385,HS-grad,9,1,Sales,Husband,White,1,0,0,65,United-States,>50K
37,0,76767,Prof-school,15,1,Prof-specialty,Wife,White,0,0,0,39,United-States,>50K
40,1,213821,Masters,14,0,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,>50K
27,1,298635,Masters,14,1,Prof-specialty,Husband,Asian-Pac-Islander,1,0,0,40,Hong,>50K
47,0,199512,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
40,1,96509,Some-college,10,1,Prof-specialty,Husband,Amer-Indian-Eskimo,1,0,0,40,United-States,>50K
62,1,226733,HS-grad,9,1,Adm-clerical,Husband,White,1,0,0,40,United-States,>50K
40,?,351161,Masters,14,1,?,Husband,White,1,0,0,60,United-States,>50K
35,1,186934,Bachelors,13,1,Sales,Husband,White,1,0,0,50,United-States,>50K
44,4,68729,Bachelors,13,1,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,40,United-States,>50K
55,1,141326,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
34,5,213722,HS-grad,9,1,Protective-serv,Husband,White,1,0,0,57,United-States,>50K
34,4,199934,Some-college,10,1,Adm-clerical,Husband,Black,1,0,0,40,United-States,>50K
65,?,117162,Assoc-voc,11,1,?,Wife,White,0,0,0,56,United-States,>50K
47,1,115613,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,50,United-States,>50K
53,1,126368,Some-college,10,0,Adm-clerical,Not-in-family,White,0,0,0,50,United-States,>50K
50,1,185846,HS-grad,9,1,Sales,Husband,White,1,0,0,55,United-States,>50K
45,1,408773,Some-college,10,1,Machine-op-inspct,Husband,White,1,0,0,40,United-States,>50K
45,1,155489,Some-college,10,1,Sales,Husband,White,1,0,0,60,United-States,>50K
44,0,185832,Bachelors,13,1,Adm-clerical,Husband,White,1,0,0,46,United-States,>50K
60,1,43235,Bachelors,13,1,Prof-specialty,Husband,White,1,0,0,50,United-States,>50K
25,5,334267,Some-college,10,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
46,1,196858,Masters,14,1,Prof-specialty,Husband,White,1,0,0,35,United-States,>50K
47,4,192894,HS-grad,9,1,Transport-moving,Husband,Black,1,0,0,50,United-States,>50K
37,5,397877,Bachelors,13,1,Adm-clerical,Husband,White,1,0,0,40,United-States,>50K
45,5,127678,Assoc-voc,11,1,Protective-serv,Husband,White,1,0,0,60,United-States,>50K
29,2,116207,HS-grad,9,1,Prof-specialty,Husband,White,1,0,0,65,United-States,>50K
59,1,144071,HS-grad,9,1,Adm-clerical,Husband,White,1,0,0,40,United-States,>50K
42,1,124692,Masters,14,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
47,1,147236,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
49,1,192894,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,40,United-States,>50K
45,1,241350,HS-grad,9,1,Handlers-cleaners,Husband,White,1,0,0,48,United-States,>50K
40,1,237671,Some-college,10,1,Tech-support,Wife,White,0,0,0,40,United-States,>50K
33,1,169496,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,50,United-States,>50K
37,1,412296,HS-grad,9,1,Craft-repair,Husband,White,1,0,0,35,Mexico,>50K
49,5,37353,Masters,14,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
39,1,180477,Masters,14,0,Prof-specialty,Not-in-family,White,1,0,0,60,United-States,>50K
30,1,111415,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,45,United-States,>50K
54,2,33863,HS-grad,9,1,Farming-fishing,Husband,White,1,0,0,60,United-States,>50K
53,4,84278,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,48,United-States,>50K
40,1,114580,HS-grad,9,1,Exec-managerial,Wife,White,0,0,0,24,United-States,>50K
36,1,185405,HS-grad,9,1,Adm-clerical,Husband,White,1,0,0,50,United-States,>50K
32,1,155232,Bachelors,13,5,Protective-serv,Not-in-family,Black,1,0,0,60,United-States,>50K
43,1,182437,Bachelors,13,0,Prof-specialty,Not-in-family,White,1,0,0,45,United-States,>50K
49,5,358668,Doctorate,16,1,Prof-specialty,Husband,White,1,0,0,45,United-States,>50K
45,1,126141,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,40,United-States,>50K
46,1,249686,Prof-school,15,4,Prof-specialty,Not-in-family,White,1,0,0,50,United-States,>50K
54,1,185407,Bachelors,13,1,Exec-managerial,Husband,White,1,0,0,60,United-States,>50K
34,1,163110,Bachelors,13,1,Craft-repair,Husband,White,1,0,0,45,United-States,>50K
